,location,total_sqft,bath,price,bhk
9347,other,1100.0,2.0,106.0,2
9350,other,1925.0,3.0,120.0,3
9351,other,650.0,1.0,26.0,1
9354,other,2000.0,3.0,207.0,3
9355,other,1050.0,2.0,110.0,2
9357,other,2204.0,2.0,305.0,3
9364,other,1685.0,2.0,110.0,3
9366,other,1550.0,3.0,110.0,3
9367,other,500.0,1.0,20.0,1
9369,other,3155.0,4.0,370.0,3
9370,other,1765.0,3.0,105.0,3
9373,other,2045.0,4.0,154.0,3
9375,other,2400.0,4.0,280.0,6
9376,other,581.91,2.0,25.0,1
9377,other,1158.0,2.0,85.0,3
9379,other,1415.0,2.0,110.0,2
9382,other,500.0,2.0,70.0,2
9383,other,432.0,2.0,40.0,2
9385,other,4750.0,5.0,600.0,4
9386,other,1350.0,3.0,195.0,3
9387,other,2400.0,5.0,350.0,4
9388,other,1840.0,3.0,155.0,3
9389,other,1350.0,2.0,185.0,2
9390,other,824.0,2.0,60.0,2
9391,other,1340.0,2.0,100.0,3
9392,other,1620.0,2.0,110.0,3
9393,other,1533.0,3.0,115.0,3
9394,other,2800.0,3.0,500.0,4
9396,other,800.0,4.0,80.0,4
9398,other,750.0,1.0,25.0,1
9399,other,1375.0,2.0,85.0,3
9400,other,3800.0,3.0,580.0,3
9402,other,720.0,3.0,65.0,3
9406,other,1200.0,8.0,190.0,8
9410,other,1500.0,3.0,88.0,3
9412,other,1200.0,6.0,137.0,5
9413,other,1140.0,2.0,76.0,2
9414,other,1198.0,2.0,84.0,2
9415,other,4000.0,4.0,520.0,4
9420,other,3000.0,2.0,510.0,2
9423,other,1200.0,2.0,125.0,2
9427,other,1050.0,1.0,70.0,1
9428,other,1200.0,2.0,80.0,3
9429,other,1200.0,4.0,169.0,4
9432,other,3025.0,3.0,500.0,3
9437,other,400.0,1.0,14.0,1
9442,other,3750.0,3.0,550.0,4
9443,other,4800.0,5.0,629.0,4
9446,other,1767.0,3.0,98.0,3
9450,other,1300.0,2.0,79.0,2
9452,other,3500.0,4.0,350.0,4
9454,other,1000.0,2.0,110.0,3
9455,other,800.0,4.0,120.0,4
9458,other,800.0,1.0,100.0,1
9462,other,1800.0,4.0,145.0,4
9464,other,2400.0,3.0,260.0,3
9465,other,2770.0,3.0,460.0,3
9466,other,1533.0,3.0,85.0,3
9470,other,1452.55,2.0,110.0,2
9471,other,2357.0,3.0,151.0,3
9472,other,1170.0,2.0,105.0,2
9474,other,1411.0,3.0,91.72,3
9476,other,3095.0,3.0,375.0,3
9478,other,1100.0,3.0,78.0,3
9480,other,3600.0,4.0,365.0,4
9483,other,1945.0,3.0,120.0,3
9485,other,1650.0,3.0,165.0,3
9486,other,1500.0,5.0,230.0,4
9487,other,1550.0,2.0,150.0,3
9489,other,1150.0,2.0,75.0,3
9490,other,1200.0,3.0,74.0,3
9491,other,1229.0,3.0,86.03,3
9492,other,1030.0,2.0,61.0,2
9493,other,600.0,1.0,32.0,1
9494,other,2720.0,4.0,485.0,4
9495,other,1165.0,2.0,135.0,2
9498,other,3000.0,4.0,240.0,4
9500,other,1315.0,2.0,90.0,2
9501,other,1210.0,2.0,72.0,2
9504,other,30000.0,4.0,2100.0,4
9507,other,450.0,3.0,53.0,4
9508,other,1600.0,2.0,110.0,2
9513,other,1980.0,3.0,224.0,3
9515,other,1700.0,3.0,97.0,3
9516,other,1900.0,3.0,160.0,3
9518,other,1100.0,2.0,75.0,2
9519,other,1929.0,3.0,115.0,3
9522,other,3515.0,3.0,420.0,3
9524,other,1100.0,2.0,70.0,2
9525,other,2400.0,7.0,355.0,7
9529,other,700.0,1.0,41.0,1
9534,other,3000.0,3.0,250.0,3
9536,other,1260.0,1.0,41.0,1
9537,other,1500.0,1.0,37.5,1
9538,other,600.0,1.0,17.0,1
9540,other,1165.0,2.0,75.0,2
9541,other,1272.0,4.0,75.0,3
9545,other,1000.0,2.0,65.0,3
9547,other,2400.0,4.0,325.0,3
9549,other,1463.0,1.0,142.0,2
9551,other,2401.0,3.0,185.0,3
9552,other,1875.0,2.0,235.0,3
9553,other,1200.0,3.0,90.0,3
9557,other,890.0,1.0,75.0,1
9560,other,600.0,3.0,86.0,5
9561,other,2400.0,3.0,290.0,3
9563,other,1690.0,3.0,100.0,3
9566,other,1350.0,2.0,90.0,2
9567,other,1460.0,3.0,88.0,3
9568,other,1685.0,3.0,95.0,3
9569,other,800.0,5.0,98.0,5
9571,other,800.0,1.0,52.0,1
9572,other,4000.0,5.0,280.0,4
9573,other,1100.0,4.0,150.0,5
9575,other,792.0,2.0,70.0,2
9577,other,600.0,7.0,89.0,7
9579,other,2400.0,5.0,235.0,5
9582,other,461.82,1.0,31.7,1
9583,other,1500.0,2.0,85.0,3
9586,other,1260.0,2.0,75.0,2
9587,other,1320.0,5.0,199.0,5
9590,other,1200.0,5.0,195.0,5
9592,other,1500.0,7.0,220.0,6
9593,other,2820.0,3.0,285.0,3
9594,other,1950.0,3.0,130.0,3
9596,other,1350.0,2.0,140.0,3
9597,other,600.0,2.0,85.0,4
9598,other,4051.0,4.0,345.0,4
9599,other,1308.0,2.0,92.66,2
9600,other,2100.0,3.0,170.0,3
9601,other,1000.0,7.0,160.0,7
9602,other,1991.0,3.0,160.0,3
9606,other,3000.0,4.0,342.0,4
9607,other,2400.0,6.0,245.0,6
9609,other,1375.0,2.0,105.0,2
9610,other,1693.0,3.0,108.0,3
9612,other,1200.0,3.0,200.0,3
9618,other,1150.0,2.0,77.5,3
9624,other,420.0,2.0,35.0,2
9625,other,600.0,2.0,90.0,4
9626,other,900.0,1.0,30.0,1
9627,other,1672.0,3.0,150.0,3
9630,other,1250.0,3.0,139.0,3
9631,other,1468.0,3.0,130.0,2
9635,other,1480.0,2.0,145.0,3
9638,other,440.0,3.0,50.0,3
9639,other,2280.0,3.0,285.0,3
9640,other,2000.0,3.0,200.0,3
9643,other,1080.0,2.0,75.0,3
9644,other,2400.0,2.0,150.0,3
9647,other,1125.0,2.0,75.0,2
9648,other,1596.0,3.0,95.0,3
9649,other,1200.0,5.0,150.0,6
9650,other,1200.0,7.0,170.0,6
9651,other,1639.0,3.0,123.0,3
9653,other,525.0,1.0,26.0,1
9654,other,1740.0,3.0,199.0,3
9655,other,1372.0,2.0,90.0,3
9657,other,6200.0,5.0,720.0,5
9660,other,925.0,2.0,63.0,2
9661,other,1200.0,3.0,95.0,4
9662,other,600.0,7.0,63.0,6
9663,other,1200.0,2.0,79.0,2
9664,other,2500.0,3.0,270.0,3
9665,other,1584.0,3.0,145.0,4
9666,other,1570.0,3.0,115.0,3
9667,other,3000.0,3.0,400.0,3
9670,other,700.0,4.0,110.0,4
9673,other,1750.0,3.0,180.0,3
9674,other,1500.0,1.0,160.0,2
9675,other,2100.0,6.0,275.0,6
9677,other,705.0,1.0,36.5,1
9678,other,1340.0,3.0,77.0,3
9682,other,1200.0,5.0,185.0,5
9683,other,1260.0,1.0,41.0,1
9684,other,1200.0,2.0,125.0,2
9685,other,1270.0,2.0,175.0,4
9686,other,1200.0,3.0,130.0,3
9688,other,1485.0,3.0,85.0,3
9690,other,2500.0,3.0,425.0,3
9691,other,3100.0,5.0,385.0,4
9693,other,1200.0,4.0,150.0,4
9694,other,3259.0,3.0,270.0,3
9695,other,1196.0,3.0,150.0,4
9698,other,596.0,1.0,42.0,1
9699,other,10000.0,16.0,550.0,16
9700,other,1200.0,4.0,110.0,4
9701,other,1910.0,3.0,190.0,3
9704,other,1750.0,3.0,149.0,3
9706,other,985.0,2.0,63.0,2
9707,other,1300.0,2.0,129.0,2
9708,other,1490.0,2.0,88.0,3
9712,other,650.0,1.0,30.0,1
9713,other,1500.0,2.0,89.99,3
9714,other,1350.0,4.0,145.0,4
9715,other,910.0,1.0,42.0,1
9718,other,4800.0,4.0,700.0,4
9719,other,532.0,1.0,22.49,1
9720,other,1060.0,3.0,62.0,3
9722,other,600.0,3.0,95.0,6
9723,other,1550.0,2.0,160.0,2
9727,other,1000.0,2.0,80.0,2
9729,other,1500.0,2.0,97.0,3
9730,other,1865.0,4.0,140.0,3
9732,other,1200.0,3.0,120.0,3
9733,other,3500.0,4.0,245.0,4
9738,other,1320.0,2.0,73.0,3
9742,other,675.0,3.0,52.0,2
9743,other,1801.0,3.0,139.0,3
9745,other,2990.0,4.0,324.0,4
9746,other,2400.0,2.0,160.0,2
9748,other,1150.0,2.0,75.0,2
9749,other,1200.0,3.0,165.0,3
9753,other,600.0,5.0,85.0,4
9758,other,1390.0,2.0,80.0,3
9759,other,1550.0,2.0,90.0,3
9760,other,1200.0,6.0,150.0,11
9762,other,2350.0,3.0,400.0,3
9764,other,1500.0,4.0,110.0,4
9766,other,1839.0,3.0,165.0,3
9768,other,900.0,2.0,70.0,2
9770,other,1500.0,3.0,149.0,3
9773,other,750.0,2.0,50.0,1
9775,other,600.0,3.0,75.0,2
9779,other,1500.0,1.0,19.5,1
9782,other,1200.0,2.0,160.0,2
9783,other,1904.0,3.0,155.0,3
9784,other,2770.0,4.0,315.0,3
9785,other,813.0,1.0,39.0,1
9788,other,1630.0,2.0,97.78,3
9790,other,2425.0,4.0,173.0,4
9794,other,1280.0,2.0,75.0,2
9795,other,735.0,1.0,75.0,1
9796,other,500.0,1.0,24.0,1
9798,other,1200.0,4.0,145.0,3
9799,other,1200.0,2.0,100.0,2
9800,other,1200.0,3.0,160.0,3
9801,other,1265.0,2.0,82.0,3
9805,other,600.0,4.0,100.0,7
9807,other,1030.0,2.0,77.25,2
9809,other,2000.0,3.0,160.0,3
9810,other,1575.0,3.0,93.0,3
9818,other,3100.0,3.0,250.0,3
9819,other,1190.0,2.0,100.0,2
9821,other,1500.0,3.0,95.0,3
9824,other,971.0,2.0,135.0,4
9826,other,1274.0,2.0,81.0,2
9829,other,1645.0,3.0,95.0,3
9830,other,1200.0,4.0,170.0,4
9831,other,1200.0,4.0,140.0,4
9834,other,1097.0,2.0,65.0,2
9835,other,6600.0,4.0,986.0,4
9836,other,1600.0,3.0,165.0,4
9838,other,900.0,2.0,110.0,2
9839,other,1200.0,2.0,125.0,2
9842,other,7500.0,4.0,900.0,4
9845,other,4104.0,4.0,360.0,4
9846,other,1150.0,3.0,110.0,4
9849,other,2080.0,2.0,150.0,2
9850,other,1505.0,2.0,90.0,2
9851,other,1200.0,3.0,95.75,3
9852,other,1810.0,4.0,148.0,3
9854,other,1530.0,2.0,97.0,3
9860,other,1500.0,2.0,130.0,3
9865,other,1790.0,5.0,250.0,6
9866,other,1533.0,3.0,150.0,3
9869,other,2400.0,9.0,350.0,8
9870,other,745.0,2.0,50.0,2
9872,other,1355.0,2.0,95.0,2
9873,other,833.0,1.0,49.0,1
9875,other,3000.0,5.0,270.0,4
9877,other,3811.0,3.0,475.0,4
9881,other,1350.0,2.0,110.0,2
9883,other,1200.0,2.0,68.0,3
9884,other,1200.0,4.0,120.0,5
9885,other,1842.0,3.0,115.0,3
9888,other,875.0,3.0,98.0,6
9889,other,910.0,4.0,140.0,4
9891,other,580.0,2.0,95.0,2
9894,other,1280.0,4.0,115.0,4
9895,other,4470.0,3.0,700.0,3
9897,other,1200.0,3.0,85.0,3
9899,other,1655.0,3.0,155.0,3
9900,other,1150.0,2.0,74.0,2
9902,other,1200.0,2.0,108.0,3
9903,other,1200.0,2.0,75.0,2
9908,other,1500.0,2.0,203.0,2
9912,other,4500.0,9.0,500.0,9
9914,other,600.0,3.0,85.0,2
9916,other,800.0,3.0,120.0,6
9917,other,1550.0,3.0,160.0,3
9920,other,1705.0,2.0,290.0,3
9922,other,3179.0,5.0,351.0,4
9924,other,1200.0,3.0,85.0,2
9926,other,2400.0,6.0,408.0,6
9927,other,1290.0,1.0,225.0,2
9928,other,1800.0,3.0,140.0,3
9931,other,3900.0,4.0,333.0,4
9932,other,2400.0,4.0,200.0,3
9936,other,950.0,2.0,60.0,2
9940,other,600.0,3.0,54.0,3
9943,other,1900.0,3.0,205.0,3
9945,other,1402.0,2.0,85.0,3
9946,other,1150.0,4.0,110.0,4
9948,other,1200.0,7.0,169.0,7
9949,other,2100.0,3.0,240.0,3
9951,other,1804.0,2.0,285.0,2
9954,other,1200.0,3.0,140.0,3
9955,other,814.0,2.0,55.0,2
9958,other,2400.0,5.0,400.0,5
9960,other,1590.0,3.0,120.0,3
9964,other,1450.0,2.0,89.6,3
9965,other,750.0,6.0,112.0,9
9966,other,1250.0,15.0,125.0,14
9968,other,12000.0,9.0,1900.0,8
9971,other,1665.0,3.0,105.0,3
9973,other,2300.0,4.0,200.0,4
9974,other,1210.0,2.0,76.0,2
9978,other,2250.0,5.0,360.0,5
9983,other,1636.0,3.0,97.0,3
9984,other,3600.0,4.0,450.0,4
9985,other,1494.0,2.0,94.55,3
9986,other,1224.0,4.0,200.0,8
9989,other,1200.0,3.0,72.0,3
9992,other,750.0,4.0,85.0,4
9994,other,1000.0,1.0,75.0,2
9995,other,600.0,8.0,70.0,8
9998,other,4830.0,5.0,390.0,4
9999,other,850.0,2.0,75.0,2
10003,other,2065.0,3.0,130.0,3
10004,other,1150.0,2.0,125.0,2
10007,other,2550.0,4.0,290.0,3
10008,other,3080.0,2.0,285.0,4
10011,other,800.0,6.0,98.0,6
10012,other,450.0,1.0,25.0,1
10013,other,1100.0,2.0,85.0,2
10014,other,1550.0,3.0,258.0,3
10016,other,1350.0,6.0,160.0,6
10018,other,900.0,4.0,75.0,4
10022,other,1036.0,2.0,110.0,2
10025,other,1376.0,4.0,156.0,4
10029,other,1100.0,5.0,121.0,4
10035,other,1475.0,2.0,200.0,3
10036,other,1200.0,3.0,96.25,3
10038,other,2631.0,3.0,200.0,4
10039,other,830.0,2.0,60.0,2
10040,other,1500.0,2.0,88.0,2
10046,other,1117.0,2.0,110.0,2
10047,other,600.0,1.0,43.0,1
10051,other,1200.0,3.0,70.0,3
10052,other,2675.0,4.0,290.0,4
10054,other,660.0,2.0,100.0,3
10058,other,3500.0,5.0,450.0,4
10064,other,1020.0,2.0,62.0,2
10068,other,3300.0,5.0,318.0,4
10069,other,1200.0,3.0,165.0,3
10074,other,1718.0,3.0,223.0,3
10075,other,1500.0,4.0,240.0,4
10076,other,1200.0,2.0,75.0,3
10082,other,1030.0,2.0,80.0,2
10084,other,1150.0,2.0,69.0,2
10089,other,1500.0,2.0,90.0,3
10090,other,900.0,2.0,55.0,2
10095,other,1750.0,2.0,225.0,4
10097,other,1100.0,2.0,78.0,2
10098,other,1180.0,2.0,74.0,2
10100,other,1540.0,3.0,85.0,3
10102,other,1800.0,3.0,230.0,3
10104,other,2000.0,3.0,120.0,3
10105,other,2000.0,3.0,145.0,3
10106,other,500.0,1.0,15.0,1
10109,other,1500.0,6.0,210.0,7
10114,other,922.0,2.0,70.0,2
10115,other,850.0,2.0,72.0,2
10117,other,600.0,3.0,90.0,3
10119,other,1233.0,2.0,100.0,2
10127,other,1350.0,8.0,200.0,9
10128,other,1936.0,3.0,110.0,3
10133,other,1200.0,7.0,169.0,7
10134,other,850.0,7.0,100.0,6
10135,other,1200.0,4.0,130.0,5
10136,other,1500.0,3.0,138.0,3
10137,other,700.0,2.0,43.0,2
10138,other,1750.0,3.0,170.0,3
10139,other,1365.0,3.0,99.0,3
10140,other,800.0,2.0,80.0,3
10142,other,708.0,1.0,55.0,2
10143,other,600.0,5.0,75.0,4
10144,other,1680.0,3.0,135.0,3
10145,other,990.0,2.0,58.0,2
10146,other,1240.0,2.0,100.0,2
10147,other,1810.0,3.0,118.0,3
10148,other,2005.0,3.0,240.0,3
10151,other,1000.0,2.0,97.0,2
10156,other,1200.0,2.0,45.0,1
10158,other,600.0,2.0,85.0,3
10160,other,875.0,5.0,120.0,5
10162,other,2250.0,4.0,400.0,4
10164,other,600.0,4.0,105.0,6
10165,other,840.0,1.0,75.0,1
10166,other,1760.0,2.0,116.0,3
10168,other,3900.0,5.0,550.0,4
10169,other,3317.5,5.0,268.5,4
10170,other,600.0,1.0,52.0,2
10171,other,1670.0,3.0,160.0,3
10174,other,1200.0,2.0,75.6,3
10175,other,1200.0,3.0,210.0,4
10176,other,2400.0,5.0,285.0,5
10177,other,2100.0,4.0,150.0,4
10180,other,806.0,3.0,128.0,6
10182,other,600.0,6.0,60.0,8
10183,other,1550.0,4.0,120.0,4
10185,other,1495.0,3.0,200.0,3
10187,other,550.0,1.0,23.0,1
10190,other,1080.0,2.0,75.0,3
10192,other,1537.0,3.0,110.0,3
10193,other,1750.0,3.0,150.0,3
10196,other,1191.0,2.0,90.0,2
10200,other,800.0,6.0,110.0,8
10201,other,1200.0,3.0,150.0,3
10202,other,2849.0,5.0,250.0,4
10205,other,2400.0,6.0,400.0,6
10209,other,396.0,2.0,48.0,3
10211,other,600.0,4.0,76.0,5
10224,other,2200.0,4.0,160.0,3
10227,other,1900.0,3.0,155.0,3
10228,other,1200.0,1.0,95.0,2
10231,other,1350.0,4.0,225.0,4
10233,other,1100.0,2.0,110.0,2
10234,other,1942.0,3.0,155.0,3
10235,other,1200.0,4.0,80.0,3
10236,other,600.0,4.0,81.0,3
10239,other,1515.0,3.0,90.0,3
10242,other,1200.0,4.0,95.0,4
10247,other,1200.0,1.0,69.0,1
10248,other,1717.0,3.0,99.0,3
10250,other,1200.0,1.0,48.0,1
10251,other,4050.0,4.0,600.0,5
10255,other,1190.0,2.0,70.0,2
10258,other,1800.0,5.0,250.0,4
10259,other,1594.0,3.0,99.0,3
10261,other,1290.0,1.0,77.5,2
10263,other,1464.0,2.0,145.0,2
10264,other,1200.0,2.0,75.0,2
10265,other,1200.0,10.0,190.0,10
10267,other,1050.0,4.0,90.0,4
10269,other,1485.0,2.0,156.0,3
10270,other,2070.0,3.0,135.0,3
10273,other,800.0,2.0,55.0,2
10275,other,1480.0,2.0,125.0,3
10277,other,800.0,3.0,120.0,3
10278,other,1500.0,2.0,130.0,2
10279,other,2010.0,3.0,125.0,3
10280,other,1504.0,2.0,100.0,3
10283,other,1602.0,2.0,165.0,3
10284,other,1200.0,4.0,130.0,4
10285,other,1800.0,3.0,220.0,3
10291,other,1862.0,3.0,120.0,3
10292,other,2700.0,3.0,200.0,3
10293,other,1677.0,3.0,98.0,3
10296,other,1490.0,2.0,115.0,3
10298,other,1740.0,3.0,120.0,3
10299,other,1020.0,2.0,60.0,2
10300,other,550.0,1.0,16.0,1
10303,other,3664.0,3.0,325.0,3
10304,other,690.0,2.0,42.0,2
10305,other,1500.0,5.0,233.0,4
10306,other,1520.0,3.0,111.0,3
10308,other,1200.0,4.0,86.0,4
10309,other,1250.0,2.0,90.0,2
10310,other,1900.0,2.0,190.0,3
10312,other,1602.0,2.0,170.0,3
10314,other,1600.0,3.0,95.0,3
10315,other,450.0,1.0,60.0,1
10316,other,600.0,2.0,23.0,1
10319,other,1200.0,2.0,85.0,2
10322,other,2000.0,4.0,130.0,3
10323,other,1350.0,4.0,140.0,4
10327,other,1175.0,2.0,79.0,2
10329,other,1112.0,2.0,68.0,2
10332,other,1158.0,2.0,75.0,2
10335,other,1200.0,2.0,90.0,2
10340,other,800.0,3.0,60.0,3
10341,other,2000.0,2.0,160.0,2
10342,other,1000.0,5.0,140.0,5
10345,other,2679.0,5.0,280.0,4
10346,other,1230.0,2.0,75.0,2
10350,other,1200.0,8.0,135.0,8
10357,other,882.0,3.0,72.0,4
10359,other,600.0,3.0,65.0,3
10360,other,1200.0,2.0,76.0,2
10363,other,1605.0,3.0,100.0,3
10364,other,1542.0,3.0,98.0,3
10368,other,1100.0,3.0,110.0,3
10369,other,1050.0,2.0,70.0,2
10374,other,1200.0,4.0,165.0,4
10376,other,1100.0,2.0,145.0,3
10378,other,1200.0,3.0,99.0,3
10381,other,3761.0,3.0,650.0,3
10382,other,1000.0,2.0,60.0,2
10383,other,5720.0,3.0,350.0,3
10384,other,800.0,4.0,98.0,5
10387,other,1800.0,2.0,300.0,2
10390,other,1200.0,4.0,140.0,4
10392,other,600.0,2.0,39.0,2
10395,other,1700.0,3.0,111.0,3
10398,other,1780.0,3.0,110.0,3
10399,other,646.0,2.0,65.0,3
10401,other,1350.0,8.0,185.0,8
10402,other,1080.0,3.0,149.0,3
10403,other,900.0,2.0,65.0,3
10405,other,1200.0,3.0,160.0,4
10406,other,1540.0,3.0,85.0,3
10407,other,1200.0,3.0,190.0,3
10408,other,2456.0,3.0,220.0,3
10410,other,1530.0,2.0,185.0,2
10411,other,840.0,1.0,150.0,1
10414,other,600.0,3.0,100.0,4
10415,other,1717.0,3.0,120.0,3
10418,other,1475.0,2.0,171.0,2
10420,other,650.0,1.0,16.0,1
10422,other,1504.0,2.0,102.0,3
10424,other,1800.0,4.0,145.0,4
10425,other,3000.0,4.0,240.0,4
10427,other,1625.0,3.0,92.0,3
10428,other,2400.0,4.0,250.0,4
10431,other,1490.0,2.0,92.0,3
10437,other,1567.2,2.0,190.0,3
10439,other,1280.0,5.0,150.0,7
10440,other,2400.0,8.0,325.0,9
10446,other,860.0,2.0,65.5,2
10447,other,1008.0,4.0,180.0,5
10449,other,1374.0,2.0,88.0,3
10453,other,1200.0,3.0,205.0,3
10454,other,2000.0,2.0,160.0,4
10455,other,834.0,1.0,62.0,1
10456,other,1000.0,7.0,160.0,8
10457,other,600.0,1.0,52.0,1
10458,other,800.0,2.0,52.0,3
10460,other,2750.0,3.0,260.0,3
10461,other,900.0,5.0,100.0,6
10465,other,1280.0,2.0,90.0,2
10467,other,2075.0,3.0,175.0,3
10469,other,1240.0,4.0,180.0,3
10471,other,1050.0,4.0,90.0,4
10474,other,1200.0,2.0,200.0,2
10477,other,2274.24,4.0,160.0,3
10479,other,900.0,3.0,105.0,2
10483,other,1350.0,3.0,75.0,3
10484,other,470.0,2.0,10.0,1
10486,other,1313.0,4.0,150.0,3
10487,other,2515.0,4.0,155.0,3
10490,other,2665.0,3.0,350.0,3
10492,other,3500.0,5.0,450.0,4
10494,other,1140.0,3.0,145.0,4
10498,other,600.0,4.0,87.0,4
10501,other,600.0,3.0,70.0,3
10502,other,1050.0,4.0,155.0,6
10504,other,2400.0,5.0,300.0,6
10506,other,1235.0,2.0,140.0,2
10507,other,3301.8,5.0,570.0,4
10508,other,3200.0,3.0,260.0,3
10509,other,660.0,1.0,95.0,1
10510,other,1450.0,3.0,90.0,3
10512,other,1893.0,3.0,115.0,3
10513,other,600.0,4.0,100.0,3
10516,other,1200.0,2.0,100.0,3
10517,other,1308.0,2.0,89.04,2
10519,other,1500.0,3.0,90.0,3
10520,other,1200.0,3.0,200.0,3
10523,other,1200.0,5.0,180.0,7
10527,other,375.0,1.0,26.0,1
10528,other,1000.0,2.0,150.0,2
10529,other,800.0,3.0,59.5,2
10532,other,1400.0,2.0,85.0,2
10533,other,1800.0,2.0,100.0,3
10534,other,925.0,2.0,70.0,2
10538,other,3500.0,2.0,350.0,4
10541,other,2100.0,4.0,255.0,3
10542,other,400.0,1.0,35.0,1
10545,other,985.0,2.0,156.0,2
10546,other,2400.0,5.0,180.0,4
10547,other,6000.0,1.0,276.0,1
10548,other,825.0,2.0,40.0,1
10551,other,5000.0,5.0,600.0,4
10552,other,2400.0,4.0,420.0,6
10554,other,4800.0,5.0,420.0,4
10555,other,3400.0,3.0,400.0,3
10556,other,600.0,1.0,33.0,1
10558,other,2600.0,3.0,147.0,3
10559,other,1200.0,3.0,180.0,4
10561,other,800.0,1.0,72.0,1
10563,other,1225.0,2.0,82.0,3
10564,other,655.0,1.0,27.0,1
10565,other,1196.0,2.0,96.0,2
10567,other,2400.0,5.0,395.0,4
10568,other,600.0,1.0,18.0,1
10569,other,780.0,3.0,75.0,3
10571,other,2800.0,4.0,200.0,4
10574,other,800.0,2.0,85.0,2
10576,other,1200.0,4.0,200.0,4
10577,other,6000.0,12.0,150.0,11
10579,other,600.0,2.0,80.0,2
10580,other,1503.0,2.0,93.0,3
10584,other,1200.0,3.0,180.0,5
10585,other,750.0,4.0,95.0,4
10589,other,3060.0,4.0,350.0,4
10590,other,800.0,1.0,32.0,1
10592,other,600.0,1.0,35.0,1
10597,other,3978.0,4.0,428.0,4
10600,other,2008.0,3.0,170.0,3
10601,other,2095.0,3.0,142.0,3
10605,other,860.0,4.0,125.0,4
10606,other,1350.0,4.0,160.0,4
10607,other,500.0,1.0,20.0,1
10608,other,1280.0,2.0,100.0,3
10609,other,11000.0,4.0,1600.0,4
10610,other,1650.0,3.0,110.0,3
10613,other,1044.0,2.0,85.0,2
10615,other,1200.0,8.0,150.0,8
10616,other,1830.0,4.0,325.0,4
10617,other,900.0,1.0,130.0,2
10618,other,840.0,1.0,99.0,2
10621,other,3870.0,4.0,411.0,4
10623,other,1835.0,3.0,175.0,3
10626,other,425.0,1.0,15.0,1
10629,other,2380.0,4.0,242.0,4
10630,other,900.0,1.0,70.0,2
10631,other,1517.0,2.0,125.0,2
10633,other,3144.0,3.0,455.0,3
10634,other,400.0,2.0,35.0,4
10635,other,3602.0,4.0,280.0,4
10636,other,2159.0,3.0,120.0,3
10637,other,1200.0,3.0,72.0,3
10638,other,900.0,6.0,95.0,5
10640,other,510.0,1.0,34.0,1
10642,other,2700.0,2.0,260.0,3
10643,other,1350.0,2.0,175.0,3
10645,other,2251.0,4.0,370.0,3
10646,other,940.0,2.0,56.0,2
10649,other,1645.0,3.0,95.0,3
10651,other,1000.0,2.0,63.0,2
10653,other,1998.0,3.0,117.0,3
10656,other,1804.0,3.0,150.0,3
10657,other,1350.0,3.0,81.0,3
10659,other,3000.0,3.0,300.0,4
10664,other,1200.0,4.0,110.0,4
10666,other,1217.0,2.0,164.0,2
10669,other,600.0,1.0,45.0,1
10670,other,4110.0,4.0,590.0,4
10671,other,672.0,1.0,27.0,1
10672,other,1280.0,3.0,87.0,3
10674,other,1200.0,4.0,150.0,5
10675,other,1567.0,3.0,100.0,3
10676,other,360.0,2.0,40.0,2
10677,other,2350.0,3.0,210.0,3
10680,other,560.0,1.0,19.0,1
10681,other,360.0,4.0,37.0,4
10683,other,900.0,2.0,128.0,2
10684,other,520.0,2.0,29.0,1
10685,other,1950.0,3.0,230.0,3
10686,other,600.0,1.0,58.0,1
10687,other,1000.0,1.0,19.0,1
10689,other,375.0,1.0,40.0,1
10691,other,1050.0,3.0,85.0,4
10697,other,1130.0,2.0,74.0,2
10698,other,1407.0,2.0,83.87,2
10700,other,1350.0,4.0,160.0,4
10701,other,2375.0,3.0,260.0,4
10703,other,1872.0,3.0,152.0,3
10705,other,1400.0,3.0,90.0,3
10706,other,812.0,1.0,26.0,1
10708,other,600.0,2.0,35.0,1
10722,other,1800.0,4.0,115.0,3
10724,other,1499.0,3.0,89.0,3
10727,other,1050.0,2.0,65.0,2
10732,other,3155.0,3.0,315.0,3
10735,other,2357.0,3.0,135.0,3
10736,other,600.0,4.0,77.0,4
10739,other,1464.0,2.0,135.0,3
10742,other,1200.0,2.0,75.0,2
10743,other,1707.0,3.0,171.0,3
10744,other,565.0,1.0,33.0,1
10745,other,630.0,2.0,70.0,1
10751,other,1100.0,2.0,70.0,2
10752,other,420.0,1.0,23.5,1
10758,other,3760.0,2.0,280.0,2
10759,other,1200.0,7.0,139.0,7
10760,other,3071.0,4.0,300.0,3
10765,other,1620.0,3.0,95.0,3
10766,other,560.0,1.0,21.0,1
10768,other,1680.0,4.0,250.0,6
10769,other,3850.0,3.0,650.0,3
10771,other,2250.0,3.0,180.0,3
10773,other,1350.0,2.0,45.0,1
10774,other,1209.0,2.0,100.0,2
10775,other,1500.0,3.0,95.0,3
10776,other,1000.0,2.0,60.0,2
10778,other,1200.0,4.0,130.0,4
10779,other,2250.0,3.0,199.0,3
10780,other,3700.0,4.0,314.0,4
10781,other,750.0,4.0,120.0,4
10783,other,1405.0,3.0,169.0,3
10787,other,720.0,3.0,48.0,3
10788,other,500.0,1.0,16.0,1
10789,other,1600.0,3.0,180.0,3
10791,other,648.0,1.0,34.0,1
